title,description,curriculum
Building a Text Classification Model with Natural Language Processing - Free Course,"Gain practical insights into Natural Language Processing (NLP) with our comprehensive course. Learn to build NLP models using PyTorch, delve into classification models, and apply techniques like bag-of-words, count vectorizer and so on. Perfect for professionals seeking to enhance their skills and aspiring students entering the tech industry.Who Should Enroll:Who Should Enroll:Professionals:Expand your skill set with NLP for real-world applications in diverse industries.Aspiring Students:Master text data analysis and kickstart your career in AI and NLP.","Introduction to NLP: What is NLP, Common tasks in a NLP Project, NLP Libraries, Resources for the Course, Methods of Text Preprocessing - Part 1, Methods of Text Preprocessing - Part 2, Methods of Text Preprocessing - Part 3, Quiz;Building a basic classification model: Introduction to dataset and problem statement, Creating a Basic Review Classification Model, Understanding TF-IDF and its implementations, Understanding N-grams, Advanced Preprocessing Techniques, Building an basic ANN model, Limitations of ANN, Quiz"
Bagging and Boosting ML Algorithms - Free Course,"This course will provide you with a hands-on understanding of Bagging and Boosting techniques in machine learning. By the end of the course, you will be proficient in implementing and tuning these ensemble methods to enhance model performance. You'll learn to apply algorithms like Random Forest, AdaBoost, and Gradient Boosting to a real-world dataset, equipping you with the skills to improve predictive accuracy and robustness in your projects.Who Should Enroll:Professionals:Individuals looking to deepen their knowledge and apply advanced machine learning techniques like Bagging and Boosting to solve complex problems across various domainsProfessionals:Individuals looking to deepen their knowledge and apply advanced machine learning techniques like Bagging and Boosting to solve complex problems across various domainsAspiring Students:Individuals looking to deepen their knowledge and apply advanced ML techniques to bring value to businessesAspiring Students:Individuals looking to deepen their knowledge and apply advanced ML techniques to bring value to businesses","Bagging: Resources to be used in this course, Problem Statement, Understanding Ensemble Learning, Introducing Bagging Algorithms, Hands-on to Bagging Meta Estimator, Introduction to Random Forest, Understanding Out-Of-Bag Score, Random Forest VS Classical Bagging VS Decision Tree, Project;Boosting: Introduction to Boosting, AdaBoost Step-by-Step Explanation, Hands-on - AdaBoost, Gradient Boosting Machines (GBM), Hands-on Gradient Boost, Other Algo (XGBoost, LightBoost. CatBoost), Project: Anova Insurance"
GenAI Applied to Quantitative Finance: For Control Implementation,"This course explores the application of Generative AI in quantitative finance, focusing on building sustainable trading algorithms through keyword extraction, sentiment analysis, and time-series forecasting. Learn to predict commodity prices, such as gold, by integrating data from financial news sources, leveraging sentiment analysis, and optimizing models for robust trading signals.This course is ideal for finance professionals, quantitative analysts, data scientists, and traders looking to leverage AI for advanced financial modeling and decision-making. It's also perfect for technology enthusiasts and students eager to explore the intersection of AI and finance, enhancing their skills in algorithmic trading, risk management, and predictive analytics.What real-world applications are covered?You’ll explore AI in trading, risk management, and portfolio optimization, with practical examples of AI-driven finance solutions.Is there hands-on experience with AI tools?Yes, you'll work with Python-based AI tools and machine learning techniques directly applied to finance problems.How does the course address control implementation?The course teaches how to implement and maintain reliable AI models, focusing on risk mitigation and performance optimization.What projects or assessments are involved?You'll design trading algorithms, test risk models, and apply GenAI techniques to real-world financial challenges.How will this course benefit my career?You’ll gain cutting-edge AI skills in finance, positioning you for roles like quant analyst, data scientist, or AI strategist.","Gen AI Applied to Quantitative Finance: Introduction, Overview, Problem Definition: Commodity Price Prediction, Architecture, Hands-On"
Improving Real World RAG Systems: Key Challenges & Practical Solutions,"This course explores the key challenges in building real-world Retrieval-Augmented Generation (RAG) systems and provides practical solutions. Topics include improving data retrieval, dealing with hallucinations, context selection, and optimizing system performance using advanced prompting, retrieval strategies, and evaluation techniques. Through hands-on demos, you will gain insights into better chunking, embedding models, and agentic RAG systems for more robust, real-world applications.This course explores the key challenges in building real-world Retrieval-Augmented Generation (RAG) systems and provides practical solutions. Topics include improving data retrieval, dealing with hallucinations, context selection, and optimizing system performance using advanced prompting, retrieval strategies, and evaluation techniques. Through hands-on demos, you will gain insights into better chunking, embedding models, and agentic RAG systems for more robust, real-world applications.","Improving Real World RAG System: Introduction to RAG Systems, Resources, RAG System Challenges Practical Solutions, Hands-on: Solution for Missing Content in RAG, Other Key Challenges, Practical Solutions, Hands-on: Solution for Missed Top Ranked, Not in Context, Not Extracted _ Incorrect SpecificityHands-on- Solution for Missed, Wrong Format Problem  Solution, Hands-on: Solution for Wrong Format, Incomplete Problem Solution, HyDE, Other Practical Solutions from recent Research Papers"
Linear Programming for Data Science Professionals,"Optimization is the way of life. We all have finite resources and time and we want to make the most of them. From using your time productively to solving supply chain problems for your company – everything uses optimization.And that’s where learning linear programming will make you a better data science professional.We are solving optimization problems everyday - without realizing it. Think of how you distributed the chocolate among your peers or siblings - that’s your way of optimizing the situation. On the other hand devising inventory and warehousing strategy for an e-tailer can be very complex. Millions of SKUs with different popularity in different regions to be delivered in defined time and resources.And linear programming helps us solve these optimization problems with ease and efficiency. As a data science professional, you are bound to come across these optimization problems that you will solve using linear programming.Simply put, you should know what linear programming is, and the different methods to solve linear programming problems.This course explains the concept of linear programming in simple English. We have kept the content as simple as possible so even beginners will be able to quickly pick up how linear programming works. You will, of course, also learn how to solve linear programming problems!Who is the Introduction to Linear Programming for Data Science Professionals Course for?This course is for anyone who:What do you need to get started with the Introduction to Linear Programming for Data Science Professionals course?Here’s what you’ll need:That’s it! You’re all set to learn linear programming and solve optimization problems!What is linear programming?As we discuss in the course: “Linear programming is a simple technique where we depict complex relationships through linear functions and then find the optimum points. The important word in the previous sentence is depict. The real relationships might be much more complex – but we can simplify them to linear relationships.”Why should you learn linear programming?I’m sure you’ve had this question ever since you came across linear programming. Well - here’s the good news. The use cases of linear programming are all around us.We use linear programming in both our personal and professional fronts. We use linear programming when we are driving from home to work and want to take the shortest route. Or when we have a project delivery we make strategies to make our team work efficiently for on time delivery. You get the idea!What are the different linear programming terminologies?Here are the key terminologies you’ll come across when learning linear programming:●Decision variables●Objective function●Constraints●Non-negativity restrictionWe will cover each of these terms in detail inside the course.What programming languages should you know to apply linear programming?We showcase how to solve a linear programming problem using R in the course. However, you don’t need to know programming to learn linear programming! As we show in the course, you can also use Excel and even manual methods to solve a typical linear programming problem.In real life, you might need to rely a lot more on languages like R and Python since the dataset you’ll be working with might be too big for Excel.Can I solve a linear programming problem using Microsoft Excel?Of course! That’s another powerful aspect of linear programming - you don’t need to master a programming language to solve linear programming problems. The ‘OpenSolver’ feature of Excel works perfectly and is made for linear programming problems.What kind of projects can you do using linear programming?Any project that requires optimization can be used to apply linear programming. As you’ll see inside the course, we solve various types of linear programming problems, including a fascinating case study of a chocolate manufacturing business wanting to maximize its profits.Interview questions - what to expect around linear programming?This is an interesting question. Personally, this is a mixed round as far as data science interviews go. You might not get a direct question on linear programming, such as “How would you use linear programming to solve an optimization problem?”.Instead, there’s a high probability of getting a case study like optimizing delivery routes. This is where your knowledge of linear programming will come in handy.We have seen a lot of folks not paying attention to this branch of data science - and that’s a mistake. It’s an excellent tool to have at your fingertips and will make your life in the data science field a lot easier.What are the applications of linear programming in real-life?There are innumerable applications of linear programming in the real-world. Here are 4 key ones that you'll come across:●Manufacturing industries use linear programming for analyzing their supply chain operations●Organized retail for shelf space optimization●Optimizing Delivery Routes. Think Zomato, Swiggy, Amazon, Uber, Ola, etc.●Machine Learning algorithms!","Introduction to Linear Programming: How to Use the Mini-Course Template, AI&ML Blackbelt Plus Program (Sponsored);Introduction: Introduction to Linear Programming, What is Linear Programming, Formulating a problem – Let’s manufacture some chocolates, Common Terminologies in Linear Programming, Process to Formulate a Linear Programming Problem;Tools to Solving Linear Programming Problems: Using Graph: Problem, Using Graph : Solution, Using R Programing: Problem, Using R  Programing: Solution, Using Open-Solver(Excel):Problem, Using Open-Solver(Excel): Solution;Methods to Solve Linear Programing Problems: Method 1 - Simplex Method(Question), Simplex method: Solution, Method 2 - Northwest Corner Method(Problem), Northwest Corner Method: Solution, Method 3 - Least Cost Method;Applications of Linear Programming: Applications;Conclusion: What Next?"
Getting Started with scikit-learn (sklearn) for Machine Learning,"Scikit-learn, or sklearn for short, is the first Python library we turn to when building machine learning models. Sklearn is unanimously the favorite Python library among data scientists. As a newcomer to machine learning, you should be comfortable with sklearn and how to build ML models, including:There’s no question - scikit-learn provides handy tools with easy-to-read syntax. Among the pantheon of popular Python libraries, scikit-learn (sklearn) ranks in the top echelon along with Pandas and NumPy.We love the clean, uniform code and functions that scikit-learn provides. The excellent documentation is the icing on the cake as it makes a lot of beginners self-sufficient with building machine learning models using sklearn.In short, sklearn is a must-know Python library for machine learning. Whether you want to build linear regression or logistic regression models, decision tree or a random forest, sklearn is your go-to library.This free course by Analytics Vidhya will teach you all you need to get started with scikit-learn for machine learning. We will go through the various components of sklearn, how to use sklearn in Python, and of course, we will build machine learning models like linear regression, logistic regression and decision tree using sklearn!Scikit-learn is THE go-to Python library for building machine learning models. So if you’re in any of the below roles/phases, this course is for you!You don’t need to be a machine learning master to get started with sklearn! There are primarily two prerequisites:What is scikit-learn or sklearn?Sklearn, short for scikit-learn, is a Python library for building machine learning models. Sklearn is among the most popular open-source machine learning libraries in the world.Scikit-learn is being used by organizations across the globe, including the likes of Spotify, JP Morgan, Booking.com, Evernote, and many more.What’s the difference between scikit-learn and sklearn?Scikit-learn and sklearn are one and the same! This Python library is popularly known as sklearn because that’s how you use it when working in Python.You’ll soon be very familiar with commands that include “from sklearn import….”!How do I install sklearn?Sklearn comes with the ANaconda distribution by default. So if you already have Python in your machine, you’ll have sklearn inbuilt. However, that might not be the latest version.There are a couple of other ways to install scikit-learn:Do I need to know machine learning to use sklearn?Basic machine learning knowledge will definitely help. Sklearn helps us build machine learning models in Python but we need to know which model we want to build, how to tune that model, and how to evaluate it.For example, let’s say you want to perform linear regression using sklearn. You would need to know what linear regression is, right? Also, it would help you to understand how to improve your linear regression model’s accuracy once you run it. All of these things will help you build better machine learning models using the sklearn library.What kind of machine learning models can I build using sklearn?Good question! Here’s where sklearn really shines. You can build all sorts of machine learning models using sklearn, for both supervised and unsupervised learning.Here’s a broad list of machine learning models you can build using sklearn:How much programming knowledge do I need to have to master sklearn?You should know basic Python. That’s it. Familiarity with Pandas and NumPy will of course be hugely beneficial.We recommend taking Analytics Vidhya’s free ‘Python for Data Science’ course if you want to learn Python. That course will teach you all you need to know about Python from scratch and set you up perfectly for the ‘Getting Started with sklearn’ course.Which programming language should I know for sklearn?You’ll know the answer to this by now! Python is the programming language you will be working with for building machine learning models using sklearn.What are the different functions or areas that sklearn covers?Scikit-learn has reorganized and restructured its functions & packages into six main modules:Which machine learning focused organization are using sklearn?Pretty much every machine learning focused organization has leveraged sklearn. Here are a few top organizations:You can view the full list on sklearn’s official documentation page.What kind of projects can I work on using sklearn?You can work on both supervised learning and unsupervised learning projects using sklearn. Under supervised, sklearn can be applied on both regression as well as classification problems.So whether it’s a simple linear regression model, or a complex ensemble learning technique, sklearn is your library! We suggest going to ourDataHack platform, picking up a problem you want, and applying what you’ve learned in this course.","Welcome to the course!: Welcome to this course;scikit-learn in Python: What is scikit-learn?, Components of scikit-learn, Community / Organizations using scikit-learn;Use of Scikit-learn in Data Science Life Cycle: Introduction to Data Science Life Cycle, Scikit-learn for Data Preprocessing, Treating missing values, Treating Outliers, Feature Engineering, Dimensionality Reduction;Use of Scikit-Learn in Model Building: Introduction to Model Building and Evaluation, Regression, Classification, Clustering;Machine Learning pipeline using scikit-learn!: Introduction, Understanding Problem Statement, Building a prototype model, Data Exploration and Preprocessing, Encode the categorical variables, Scale the data, Model Building, Feature Importance, Identifying features to build the ML pipeline, Pipeline Design, Building Pipeline, Predict the Target;Next Steps...: Conclusion"
Learning Autonomous Driving Behaviors with LLMs & RL,"This course dives into the development of autonomous driving behaviors using Reinforcement Learning (RL) and Large Language Models (LLMs). You’ll explore how RL agents are trained to navigate complex, real-world environments while making safe, human-like driving decisions. The course tackles key challenges such as designing effective reward systems, ensuring safety in high-speed driving scenarios, and improving the interpretability of AI decisions. Through practical projects, you will design RL agents using techniques like Deep Q-Networks (DQN), experience replay, and integrate LLMs to enhance decision-making.","Learning Autonomous Driving Behaviors with LLMs & RL: Introduction, Evolution RL, Understanding RL, Challenges with RL, Approach to the Problem Statement, Hands-On: Learning Autonomous Driving Behaviors with LLMs & RL"
Twitter Sentiment Analysis,"There are a wide variety of projects where you can use Sentiment Analysis. Here are a couple of popular use cases:For other interesting problems involving sentiment/emotion detection, you can visit:https://datahack.analyticsvidhya.com/contest/all/","Twitter Sentiment Analysis (Using Python): Overview of the Course, Understand the Problem Statement, Table of Contents, Loading Libraries and Data, Data Inspection, Data Cleaning, Story Generation and Visualization from Tweets, Bag-of-Words Features, TF-IDF Features, Word2Vec Features, Modeling, Logistic Regression, Support Vector Machine (SVM), RandomForest, XGBoost, FineTuning XGBoost + Word2Vec, Summary, AI&ML Blackbelt Plus Program (Sponsored)"
Introduction to Natural Language Processing,"Natural Language Processing is the art of extracting information from unstructured text. Learn basics of Natural Language Processing, Regular Expressions & text sentiment analysis using machine learning in this course.Natural Language Processing (NLP) is basically how you can teach machines to understand human languages and extract meaning from text.Language as a structured medium of communication is what separates us human beings from animals. We are surrounded by text data all the time sourced from books, emails, blogs, social media posts, news and more.Natural Language Processing is expected to be worth 30 Billion USD by 2024 with the past few years seeing immense improvements in terms of how well it is solving industry problems at scale.Natural Language Processing (NLP) today powers many key real-life industry applications, such as:","Module 1 : Introduction to Natural Language Processing: Welcome to the Course, About the Course, Introduction to Natural Language Processing, Exercise : Introduction to Natural Language Processing, Python for Data Science (Optional), AI&ML Blackbelt Plus Program (Sponsored);Module 2: Learn to use Regular Expressions: Welcome to Module, Understanding Regular Expression, Implementing Regular Expression in Python, Exercise : Implementing Regular Expression in Python;Module 3: First Step of NLP - Text Processing: Welcome to Module, Tokenization and Text Normalization, Exercise : Tokenization and Text Normalization, Exploring Text Data, Part of Speech Tagging and Grammar Parsing, Exercise : Part of Speech Tagging and Grammar Parsing, Implementing Text Pre-processing Using NLTK, Exercise : Implementing Text Pre-processing Using NLTK, Build a Basic ML Model for Text Classification;Module 4: NLP Certification Exam: NLP Exam;Module 5: Where to go from here?: Where to go from here?"
K-Nearest Neighbors (KNN) Algorithm in Python and R,"K-Nearest Neighbor (KNN) is one of the most popular machine learning algorithms. As a newcomer or beginner in machine learning, you’ll find KNN to be among the easiest algorithms to pick up.And despite its simplicity, KNN has proven to be incredibly effective at certain tasks in machine learning.The KNN algorithm is simple to understand, easy to explain and perfect to demonstrate to a non-technical audience (that’s why stakeholders love it!). That’s a key reason why it’s widely used in the industry and why you should know how the algorithm works.This free course by Analytics Vidhya will help you understand what K-Nearest Neighbor (KNN) is, how the KNN algorithm works, and where KNN fits in the machine learning umbrella. We will also showcase how to implement KNN in Python and R. There’s a lot to learn so enroll and get started!This course is for anyone who:Here’s what you’ll need:CourseWhat is the K-Nearest Neighbor (KNN) algorithm?K-Nearest Neighbor (KNN) algorithm is a distance based supervised learning algorithm that is used for solving classification problems. In this, we will be looking at the classes of the k nearest neighbors to a new point and assign it the class to which the majority of k neighbours belong too.To identify the nearest neighbors we use various techniques of measuring distance, the most common of them being the  ‘Euclidean Distance’.Why should you learn KNN in machine learning?KNN is among the most widely used and popular machine learning algorithms in the industry. Every data scientist, amateur or established, is expected to know the ins and outs of KNN. You should be able to implement it in Python or R (or any other programming language) if you want to land a role in the machine learning space.Additionally, as you’ll see in the course, KNN unlocks a lot of avenues to solving machine learning problems.When should you use KNN?KNN can be used for both classification and regression predictive problems. However, it is more widely used in classification problems in the industry.Can I use KNN for both classification and regression problems?Yes! We just answered the question above but let’s expand a bit more on that. To evaluate any technique we generally look at 3 important aspects:Ease to interpret outputCalculation timePredictive PowerLet us take a few examples to place KNN on the machine learning scale:Let us take a few examples to place KNN on the machine learning scale:KNN algorithm fairs well across all parameters of considerations. It is commonly used for its ease of interpretation and low calculation time.KNN algorithm fairs well across all parameters of considerations. It is commonly used for its ease of interpretation and low calculation time.What kind of projects can you do using KNN?You can perform both classification and regression projects. From predicting the price of a house (regression) to identifying if a loan will default or not (classification), you can apply KNN across a range of problems.We suggest heading to the DataHack platform, picking up a problem of your choice, and applying KNN there to solidify your practical understanding.Do I need to learn Python or R (or any other programming language) to use KNN?Well - yes and no. While KNN can still be performed on GUI based tools like KNIME, you should still have a working knowledge of how to implement it in Python or R. That’s a key consideration in the machine learning space.Will machine learning project interviews ask you about KNN?There’s a high chance you’ll be asked at least a couple of questions on the KNN algorithm. Depending on the level you’re applying for, you could be asked to explain how KNN works in a certain business scenario and how you would explain the results of a KNN model to a non-technical audience (a very common question!).What does the ”K” in KNN stand for?“K” in “KNN” stands for the number of cases that are considered to be ""nearest"" when you convert the cases as points in a euclidean space.That means, if we consider k=3, and when a new point has to be assigned a class, it will be on the basis of the classes of the 3 nearest points that surround the new point as per the euclidean distance.How to calculate the distance between points in KNN?There are various methods for calculating this distance, of which the most commonly known methods are – Euclidian, Manhattan (for continuous) and Hamming distance (for categorical). While other methods do exist, these are typically the most common ones and you’ll learn more about them in the course.","Introduction: Welcome to the Course;K-NEAREST NEIGHBOUR: What is KNN?, Applications of KNN;Steps to Build a K-NEAREST NEIGHBOUR Model: Steps to build a KNN model, Determining right value of k, How to Calculate distance?, Issues with distance based algorithms;Implementation in Python and R: Implementation of KNN in Pyhton, Implementation of KNN in R;What's Next?: More resources for you"
MidJourney: From Inspiration to Implementation - Free Course,"This course will provide you with a practical understanding of MidJourney tools. By the end of the course, you will be able to utilize MidJourney effectively and explore alternative tools for your creative projects. You'll learn how to draw inspiration, use MidJourney's features, and understand its applications through engaging lessons.This course will provide you with a practical understanding of MidJourney tools. By the end of the course, you will be able to utilize MidJourney effectively and explore alternative tools for your creative projects. You'll learn how to draw inspiration, use MidJourney's features, and understand its applications through engaging lessons.Who Should Enroll:Who Should Enroll:Creative Professionals:Individuals looking to enhance their creativity and apply MidJourney tools to various artistic and visual projects.Creative Professionals:Individuals looking to enhance their creativity and apply MidJourney tools to various artistic and visual projects.Aspiring Creatives:Those beginning their journey into visual storytelling and digital art, seeking to learn the fundamentals of MidJourney and its alternatives.Aspiring Creatives:Those beginning their journey into visual storytelling and digital art, seeking to learn the fundamentals of MidJourney and its alternatives.","MidJourney: MidJourney - Storm _ Story, MidJourney - Inspiration, MidJourney - How to use, MidJourney  Alternatives, Quiz"
